num_estimator,frac,voting,train_acc,val_acc,model,bootstrap
8,0.15,soft,0.11649991493343492,-0.12161194366129147,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
8,0.15,soft,0.8243430843632308,0.8009560810932593,<__main__.DecisionTree object at 0x7f950cae8520>,True
8,0.15,soft,0.7151162192003543,0.6895401750255409,"Layer: [in:13] [out:1] [activation:Linear]
",False
8,0.15,soft,0.17442516738890657,-0.31197386847344966,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
8,0.15,soft,0.8212997731707865,0.7530133448195228,<__main__.DecisionTree object at 0x7f950cae8520>,False
8,0.25,hard,0.7158581006292843,0.7502050591952599,"Layer: [in:13] [out:1] [activation:Linear]
",True
8,0.25,hard,0.5135536141926544,0.3960589042467544,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
8,0.25,hard,0.8491815684451575,0.7992135686284275,<__main__.DecisionTree object at 0x7f950cae8520>,True
8,0.25,hard,0.7139479131394245,0.6972481356127964,"Layer: [in:13] [out:1] [activation:Linear]
",False
8,0.25,hard,0.4879905646609526,0.3232185210046634,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
8,0.25,hard,0.8404677202650068,0.821622434890775,<__main__.DecisionTree object at 0x7f950cae8520>,False
8,0.25,soft,0.7241417847556516,0.7256196409458453,"Layer: [in:13] [out:1] [activation:Linear]
",True
8,0.25,soft,0.5198197423457731,0.35534103638654924,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
8,0.25,soft,0.842303429628144,0.8137529589783646,<__main__.DecisionTree object at 0x7f950cae8520>,True
8,0.25,soft,0.7179871077935087,0.7326692547323457,"Layer: [in:13] [out:1] [activation:Linear]
",False
8,0.25,soft,0.47010092576514306,0.3240200862148511,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
8,0.25,soft,0.8803930124295056,0.7649006733771472,<__main__.DecisionTree object at 0x7f950cae8520>,False
8,0.5,hard,0.7271110067171227,0.7121841638841582,"Layer: [in:13] [out:1] [activation:Linear]
",True
8,0.5,hard,0.6064567257516591,0.530871572391121,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
8,0.5,hard,0.8841055239556695,0.74679569400292,<__main__.DecisionTree object at 0x7f950cae8520>,True
8,0.5,hard,0.7278912614814876,0.7238028816374525,"Layer: [in:13] [out:1] [activation:Linear]
",False
8,0.5,hard,0.6881675852674343,0.5561347181007059,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
8,0.5,hard,0.9066703748299859,0.7795446773361276,<__main__.DecisionTree object at 0x7f950cae8520>,False
8,0.5,soft,0.7252018583838524,0.7407289831748896,"Layer: [in:13] [out:1] [activation:Linear]
",True
8,0.5,soft,0.6691660428599238,0.540234867503403,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",True
8,0.5,soft,0.8923417409104764,0.7902259313067783,<__main__.DecisionTree object at 0x7f950cae8520>,True
8,0.5,soft,0.7272349364706391,0.6983562008805966,"Layer: [in:13] [out:1] [activation:Linear]
",False
8,0.5,soft,0.6489613015110658,0.5952963507086693,"Layer: [in:13] [out:16] [activation:Tanh]
Layer: [in:16] [out:16] [activation:ReLU]
Layer: [in:16] [out:1] [activation:Linear]
",False
8,0.5,soft,0.8956890649334077,0.7632051673783748,<__main__.DecisionTree object at 0x7f950cae8520>,False
